;Rank;Rider;Team;Times;Gap;B;P;Stages;Ranking type;Points;Checkpoint;Year;Distance (km);Number of stages;ResultType;TotalSeconds;GapSeconds
464902;70;JUAN AYUSO PESQUERA;UAE TEAM EMIRATES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464903;71;JULIEN BERNARD;LIDL-TREK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464904;72;CARLOS VERONA QUINTANILLA;LIDL-TREK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464905;73;BRAM WELTEN;TEAM DSM-FIRMENICH POSTNL;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464906;74;BOB JUNGELS;RED BULL - BORA - HANSGROHE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464907;75;AXEL ZINGLE;COFIDIS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464908;76;ENRIC MAS NICOLAU;MOVISTAR TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464909;77;STEFF CRAS;TOTALENERGIES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464910;78;ROMAIN GREGOIRE;GROUPAMA-FDJ;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464911;79;BRUNO ARMIRAIL;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464912;8;ALEXANDER KRISTOFF;UNO-X MOBILITY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464913;80;BEN HEALY;EF EDUCATION - EASYPOST;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464914;81;PAUL LAPEIRA;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464915;82;LAURENZ REX;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464916;83;FELIX GALL;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464917;84;ADAM YATES;UAE TEAM EMIRATES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464918;85;NICOLAS PRODHOMME;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464919;86;FRANK VAN DEN BROEK;TEAM DSM-FIRMENICH POSTNL;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464920;87;SIMON YATES;TEAM JAYCO ALULA;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464921;88;DANNY VAN POPPEL;RED BULL - BORA - HANSGROHE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464922;89;ODD CHRISTIAN EIKING;UNO-X MOBILITY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464923;9;PASCAL ACKERMANN;ISRAEL - PREMIER TECH;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464924;90;SIMON GESCHKE;COFIDIS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464925;91;KRISTS NEILANDS;ISRAEL - PREMIER TECH;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464926;92;ALEXIS RENARD;COFIDIS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464927;93;SOREN KRAGH ANDERSEN;ALPECIN-DECEUNINCK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464928;94;VALENTIN MADOUAS;GROUPAMA-FDJ;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464929;95;KÉVIN GENIETS;GROUPAMA-FDJ;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464930;96;JORDAN JEGAT;TOTALENERGIES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464931;97;HUGO PAGE;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464932;98;DORIAN GODON;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464933;99;ELMAR REINDERS;TEAM JAYCO ALULA;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464934;1;JASPER PHILIPSEN;ALPECIN-DECEUNINCK;;;;;6;Points (Stage);20 PTS;;2024;3492;21;time;0;0
464935;1;DYLAN GROENEWEGEN;TEAM JAYCO ALULA;;;10';;6;Points (Stage);50 PTS;;2024;3492;21;time;0;0
464936;10;FERNANDO GAVIRIA RENDON;MOVISTAR TEAM;;;;;6;Points (Stage);6 PTS;;2024;3492;21;time;0;0
464937;10;PIET ALLEGAERT;COFIDIS;;;;;6;Points (Stage);7 PTS;;2024;3492;21;time;0;0
464938;11;DANNY VAN POPPEL;RED BULL - BORA - HANSGROHE;;;;;6;Points (Stage);5 PTS;;2024;3492;21;time;0;0
464939;11;BRYAN COQUARD;COFIDIS;;;;;6;Points (Stage);6 PTS;;2024;3492;21;time;0;0
464940;12;JAI HINDLEY;RED BULL - BORA - HANSGROHE;;;;;6;Points (Stage);4 PTS;;2024;3492;21;time;0;0
464941;12;SANDY DUJARDIN;TOTALENERGIES;;;;;6;Points (Stage);5 PTS;;2024;3492;21;time;0;0
464942;13;OLIVER NAESEN;DECATHLON AG2R LA MONDIALE TEAM;;;;;6;Points (Stage);3 PTS;;2024;3492;21;time;0;0
464943;13;GERBEN THIJSSEN;INTERMARCHÉ - WANTY;;;;;6;Points (Stage);4 PTS;;2024;3492;21;time;0;0
464944;14;PRIMOZ ROGLIC;RED BULL - BORA - HANSGROHE;;;;;6;Points (Stage);2 PTS;;2024;3492;21;time;0;0
464945;14;CEES BOL;ASTANA QAZAQSTAN TEAM;;;;;6;Points (Stage);3 PTS;;2024;3492;21;time;0;0
464946;15;EDGAR OSCAR ONLEY;TEAM DSM-FIRMENICH POSTNL;;;;;6;Points (Stage);1 PTS;;2024;3492;21;time;0;0
464947;15;MADS PEDERSEN;LIDL-TREK;;;;;6;Points (Stage);2 PTS;;2024;3492;21;time;0;0
464948;2;BINIAM GIRMAY;INTERMARCHÉ - WANTY;;;;;6;Points (Stage);17 PTS;;2024;3492;21;time;0;0
464949;2;BINIAM GIRMAY;INTERMARCHÉ - WANTY;;;06';;6;Points (Stage);30 PTS;;2024;3492;21;time;0;0
464950;3;MADS PEDERSEN;LIDL-TREK;;;;;6;Points (Stage);15 PTS;;2024;3492;21;time;0;0
464951;3;FERNANDO GAVIRIA RENDON;MOVISTAR TEAM;;;04';;6;Points (Stage);20 PTS;;2024;3492;21;time;0;0
464952;4;ARNAUD DEMARE;ARKEA-B&B HOTELS;;;;;6;Points (Stage);13 PTS;;2024;3492;21;time;0;0
464953;4;PHIL BAUHAUS;BAHRAIN VICTORIOUS;;;;;6;Points (Stage);18 PTS;;2024;3492;21;time;0;0
464954;5;BRYAN COQUARD;COFIDIS;;;;;6;Points (Stage);11 PTS;;2024;3492;21;time;0;0
464955;5;ARNAUD DE LIE;LOTTO DSTNY;;;;;6;Points (Stage);16 PTS;;2024;3492;21;time;0;0
464956;6;ARNAUD DE LIE;LOTTO DSTNY;;;;;6;Points (Stage);10 PTS;;2024;3492;21;time;0;0
464957;6;WOUT VAN AERT;TEAM VISMA | LEASE A BIKE;;;;;6;Points (Stage);14 PTS;;2024;3492;21;time;0;0
464958;7;SAM BENNETT;DECATHLON AG2R LA MONDIALE TEAM;;;;;6;Points (Stage);9 PTS;;2024;3492;21;time;0;0
464959;7;ARNAUD DEMARE;ARKEA-B&B HOTELS;;;;;6;Points (Stage);12 PTS;;2024;3492;21;time;0;0
464960;8;MIKE TEUNISSEN;INTERMARCHÉ - WANTY;;;;;6;Points (Stage);8 PTS;;2024;3492;21;time;0;0
464961;8;ALEXANDER KRISTOFF;UNO-X MOBILITY;;;;;6;Points (Stage);10 PTS;;2024;3492;21;time;0;0
464962;9;LAURENZ REX;INTERMARCHÉ - WANTY;;;;;6;Points (Stage);7 PTS;;2024;3492;21;time;0;0
464963;9;PASCAL ACKERMANN;ISRAEL - PREMIER TECH;;;;;6;Points (Stage);8 PTS;;2024;3492;21;time;0;0
464964;1;;COFIDIS;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464965;10;;BAHRAIN VICTORIOUS;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464966;11;;INEOS GRENADIERS;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464967;12;;MOVISTAR TEAM;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464968;13;;SOUDAL QUICK-STEP;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464969;14;;ARKEA-B&B HOTELS;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464970;15;;ALPECIN-DECEUNINCK;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464971;16;;UAE TEAM EMIRATES;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464972;17;;TEAM JAYCO ALULA;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464973;18;;RED BULL - BORA - HANSGROHE;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464974;19;;GROUPAMA-FDJ;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464975;2;;INTERMARCHÉ - WANTY;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464976;20;;TEAM DSM-FIRMENICH POSTNL;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464977;21;;EF EDUCATION - EASYPOST;10h 36' 14'';+ 00h 00' 29'';;;6;Team (Stage);;;2024;3492;21;time;38174;29
464978;22;;LOTTO DSTNY;10h 36' 57'';+ 00h 01' 12'';;;6;Team (Stage);;;2024;3492;21;time;38217;72
464979;3;;ASTANA QAZAQSTAN TEAM;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464980;4;;UNO-X MOBILITY;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464981;5;;ISRAEL - PREMIER TECH;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464982;6;;LIDL-TREK;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464983;7;;TEAM VISMA | LEASE A BIKE;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464984;8;;TOTALENERGIES;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464985;9;;DECATHLON AG2R LA MONDIALE TEAM;10h 35' 45'';-;;;6;Team (Stage);;;2024;3492;21;time;38145;0
464986;1;BINIAM GIRMAY;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464987;10;ILAN VAN WILDER;SOUDAL QUICK-STEP;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464988;11;THOMAS GACHIGNARD;TOTALENERGIES;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464989;12;JUAN AYUSO PESQUERA;UAE TEAM EMIRATES;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464990;13;ROMAIN GREGOIRE;GROUPAMA-FDJ;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464991;14;BEN HEALY;EF EDUCATION - EASYPOST;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464992;15;PAUL LAPEIRA;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464993;16;LAURENZ REX;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464994;17;FRANK VAN DEN BROEK;TEAM DSM-FIRMENICH POSTNL;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464995;18;ALEXIS RENARD;COFIDIS;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464996;19;JORDAN JEGAT;TOTALENERGIES;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464997;2;ARNAUD DE LIE;LOTTO DSTNY;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464998;20;HUGO PAGE;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
464999;21;JOHANNES KULSET;UNO-X MOBILITY;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465000;22;JAVIER ROMO OLIVER;MOVISTAR TEAM;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465001;23;SEAN QUINN;EF EDUCATION - EASYPOST;03h 32' 24'';+ 00h 00' 29'';;;6;Youth (Stage);;;2024;3492;21;time;12744;29
465002;24;KÉVIN VAUQUELIN;ARKEA-B&B HOTELS;03h 32' 35'';+ 00h 00' 40'';;;6;Youth (Stage);;;2024;3492;21;time;12755;40
465003;25;BEN TURNER;INEOS GRENADIERS;03h 32' 35'';+ 00h 00' 40'';;;6;Youth (Stage);;;2024;3492;21;time;12755;40
465004;26;FRED WRIGHT;BAHRAIN VICTORIOUS;03h 32' 35'';+ 00h 00' 40'';;;6;Youth (Stage);;;2024;3492;21;time;12755;40
465005;27;RAUL GARCIA PIERNA;ARKEA-B&B HOTELS;03h 32' 35'';+ 00h 00' 40'';;;6;Youth (Stage);;;2024;3492;21;time;12755;40
465006;28;SÉBASTIEN GRIGNARD;LOTTO DSTNY;03h 32' 35'';+ 00h 00' 40'';;;6;Youth (Stage);;;2024;3492;21;time;12755;40
465007;29;TOM PIDCOCK;INEOS GRENADIERS;03h 33' 04'';+ 00h 01' 09'';;;6;Youth (Stage);;;2024;3492;21;time;12784;69
465008;3;SØREN WÆRENSKJOLD;UNO-X MOBILITY;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465009;30;AXEL LAURANCE;ALPECIN-DECEUNINCK;03h 33' 30'';+ 00h 01' 35'';;;6;Youth (Stage);;;2024;3492;21;time;12810;95
465010;31;TOBIAS HALLAND JOHANNESSEN;UNO-X MOBILITY;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465011;32;MAXIM VAN GILS;LOTTO DSTNY;03h 33' 51'';+ 00h 01' 56'';;;6;Youth (Stage);;;2024;3492;21;time;12831;116
465012;33;EDGAR OSCAR ONLEY;TEAM DSM-FIRMENICH POSTNL;03h 34' 48'';+ 00h 02' 53'';;;6;Youth (Stage);;;2024;3492;21;time;12888;173
465013;34;LENNY MARTINEZ;GROUPAMA-FDJ;03h 34' 48'';+ 00h 02' 53'';;;6;Youth (Stage);;;2024;3492;21;time;12888;173
465014;35;MATTEO VERCHER;TOTALENERGIES;03h 34' 48'';+ 00h 02' 53'';;;6;Youth (Stage);;;2024;3492;21;time;12888;173
465015;36;YEVGENIY FEDOROV;ASTANA QAZAQSTAN TEAM;03h 34' 53'';+ 00h 02' 58'';;;6;Youth (Stage);;;2024;3492;21;time;12893;178
465016;37;MARIJN VAN DEN BERG;EF EDUCATION - EASYPOST;03h 35' 13'';+ 00h 03' 18'';;;6;Youth (Stage);;;2024;3492;21;time;12913;198
465017;38;JARRAD ERIKS DRIZNERS;LOTTO DSTNY;03h 35' 13'';+ 00h 03' 18'';;;6;Youth (Stage);;;2024;3492;21;time;12913;198
465018;4;CARLOS RODRIGUEZ;INEOS GRENADIERS;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465019;5;OIER LAZKANO LOPEZ;MOVISTAR TEAM;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465020;6;MATTEO JORGENSON;TEAM VISMA | LEASE A BIKE;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465021;7;JAKE STEWART;ISRAEL - PREMIER TECH;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465022;8;REMCO EVENEPOEL;SOUDAL QUICK-STEP;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465023;9;SANTIAGO BUITRAGO SANCHEZ;BAHRAIN VICTORIOUS;03h 31' 55'';-;;;6;Youth (Stage);;;2024;3492;21;time;12715;0
465024;1;TADEJ POGAČAR;UAE TEAM EMIRATES;;;;;7;Climber (Stage);27h 16' 23'';;2024;3492;21;time;0;0
465025;10;ALEKSANDR VLASOV;RED BULL - BORA - HANSGROHE;;;;;7;Climber (Stage);27h 20' 59'';;2024;3492;21;time;0;0
465026;100;JASPER STUYVEN;LIDL-TREK;;;;;7;Climber (Stage);28h 21' 24'';;2024;3492;21;time;0;0
465027;101;JAN HIRT;SOUDAL QUICK-STEP;;;;;7;Climber (Stage);28h 22' 06'';;2024;3492;21;time;0;0
465028;102;JESUS HERRADA;COFIDIS;;;;;7;Climber (Stage);28h 22' 49'';;2024;3492;21;time;0;0
465029;103;THOMAS GACHIGNARD;TOTALENERGIES;;;;;7;Climber (Stage);28h 22' 59'';;2024;3492;21;time;0;0
465030;104;MATEJ MOHORIC;BAHRAIN VICTORIOUS;;;;;7;Climber (Stage);28h 23' 14'';;2024;3492;21;time;0;0
465031;105;HARM VANHOUCKE;LOTTO DSTNY;;;;;7;Climber (Stage);28h 23' 30'';;2024;3492;21;time;0;0
465032;106;TIM WELLENS;UAE TEAM EMIRATES;;;;;7;Climber (Stage);28h 23' 30'';;2024;3492;21;time;0;0
465033;107;DORIAN GODON;DECATHLON AG2R LA MONDIALE TEAM;;;;;7;Climber (Stage);28h 23' 41'';;2024;3492;21;time;0;0
465034;108;FABIEN GRELLIER;TOTALENERGIES;;;;;7;Climber (Stage);28h 24' 57'';;2024;3492;21;time;0;0
465035;109;NICO DENZ;RED BULL - BORA - HANSGROHE;;;;;7;Climber (Stage);28h 26' 13'';;2024;3492;21;time;0;0
465036;11;ADAM YATES;UAE TEAM EMIRATES;;;;;7;Climber (Stage);27h 21' 19'';;2024;3492;21;time;0;0
465037;110;MATHIEU BURGAUDEAU;TOTALENERGIES;;;;;7;Climber (Stage);28h 26' 21'';;2024;3492;21;time;0;0
465038;111;RAUL GARCIA PIERNA;ARKEA-B&B HOTELS;;;;;7;Climber (Stage);28h 26' 32'';;2024;3492;21;time;0;0
465039;112;STEFAN BISSEGGER;EF EDUCATION - EASYPOST;;;;;7;Climber (Stage);28h 27' 32'';;2024;3492;21;time;0;0
465040;113;MARCO HALLER;RED BULL - BORA - HANSGROHE;;;;;7;Climber (Stage);28h 27' 46'';;2024;3492;21;time;0;0
465041;114;JUUL CHRISTOPHER JENSEN;TEAM JAYCO ALULA;;;;;7;Climber (Stage);28h 28' 10'';;2024;3492;21;time;0;0
465042;115;MICHAEL MATTHEWS;TEAM JAYCO ALULA;;;;;7;Climber (Stage);28h 28' 11'';;2024;3492;21;time;0;0
465043;116;OLIVER NAESEN;DECATHLON AG2R LA MONDIALE TEAM;;;;;7;Climber (Stage);28h 28' 40'';;2024;3492;21;time;0;0
465044;117;NILS POLITT;UAE TEAM EMIRATES;;;;;7;Climber (Stage);28h 29' 41'';;2024;3492;21;time;0;0
465045;118;CHRISTOPHE LAPORTE;TEAM VISMA | LEASE A BIKE;;;;;7;Climber (Stage);28h 30' 11'';;2024;3492;21;time;0;0
465046;119;NIKIAS ARNDT;BAHRAIN VICTORIOUS;;;;;7;Climber (Stage);28h 31' 16'';;2024;3492;21;time;0;0
465047;12;EGAN BERNAL GOMEZ;INEOS GRENADIERS;;;;;7;Climber (Stage);27h 21' 48'';;2024;3492;21;time;0;0
465048;120;BRYAN COQUARD;COFIDIS;;;;;7;Climber (Stage);28h 32' 28'';;2024;3492;21;time;0;0
465049;121;CEDRIC BEULLENS;LOTTO DSTNY;;;;;7;Climber (Stage);28h 32' 53'';;2024;3492;21;time;0;0
465050;122;BEN TURNER;INEOS GRENADIERS;;;;;7;Climber (Stage);28h 33' 10'';;2024;3492;21;time;0;0
465051;123;HUGO PAGE;INTERMARCHÉ - WANTY;;;;;7;Climber (Stage);28h 33' 13'';;2024;3492;21;time;0;0
465052;124;LUKE DURBRIDGE;TEAM JAYCO ALULA;;;;;7;Climber (Stage);28h 33' 20'';;2024;3492;21;time;0;0
465053;125;SANDY DUJARDIN;TOTALENERGIES;;;;;7;Climber (Stage);28h 33' 25'';;2024;3492;21;time;0;0
465054;126;GIANNI VERMEERSCH;ALPECIN-DECEUNINCK;;;;;7;Climber (Stage);28h 33' 52'';;2024;3492;21;time;0;0
465055;127;RASMUS TILLER;UNO-X MOBILITY;;;;;7;Climber (Stage);28h 34' 08'';;2024;3492;21;time;0;0
465056;128;JAKE STEWART;ISRAEL - PREMIER TECH;;;;;7;Climber (Stage);28h 34' 17'';;2024;3492;21;time;0;0
465057;129;LUKA MEZGEC;TEAM JAYCO ALULA;;;;;7;Climber (Stage);28h 34' 59'';;2024;3492;21;time;0;0
465058;13;GIULIO CICCONE;LIDL-TREK;;;;;7;Climber (Stage);27h 21' 58'';;2024;3492;21;time;0;0
465059;130;DANNY VAN POPPEL;RED BULL - BORA - HANSGROHE;;;;;7;Climber (Stage);28h 35' 36'';;2024;3492;21;time;0;0
465060;131;GUILLAUME BOIVIN;ISRAEL - PREMIER TECH;;;;;7;Climber (Stage);28h 36' 12'';;2024;3492;21;time;0;0
465061;132;CLÉMENT CHAMPOUSSIN;ARKEA-B&B HOTELS;;;;;7;Climber (Stage);28h 36' 49'';;2024;3492;21;time;0;0
465062;133;CLÉMENT RUSSO;GROUPAMA-FDJ;;;;;7;Climber (Stage);28h 36' 51'';;2024;3492;21;time;0;0
465063;134;PASCAL ACKERMANN;ISRAEL - PREMIER TECH;;;;;7;Climber (Stage);28h 38' 26'';;2024;3492;21;time;0;0
465064;135;FRED WRIGHT;BAHRAIN VICTORIOUS;;;;;7;Climber (Stage);28h 38' 26'';;2024;3492;21;time;0;0
465065;136;ANTHONY TURGIS;TOTALENERGIES;;;;;7;Climber (Stage);28h 38' 49'';;2024;3492;21;time;0;0
465066;137;JOHN DEGENKOLB;TEAM DSM-FIRMENICH POSTNL;;;;;7;Climber (Stage);28h 39' 02'';;2024;3492;21;time;0;0
465067;138;PIET ALLEGAERT;COFIDIS;;;;;7;Climber (Stage);28h 39' 38'';;2024;3492;21;time;0;0
465068;139;BINIAM GIRMAY;INTERMARCHÉ - WANTY;;;;;7;Climber (Stage);28h 39' 52'';;2024;3492;21;time;0;0
465069;14;DEREK GEE;ISRAEL - PREMIER TECH;;;;;7;Climber (Stage);27h 22' 15'';;2024;3492;21;time;0;0
465070;140;MARIJN VAN DEN BERG;EF EDUCATION - EASYPOST;;;;;7;Climber (Stage);28h 39' 54'';;2024;3492;21;time;0;0
465071;141;TIM DECLERCQ;LIDL-TREK;;;;;7;Climber (Stage);28h 39' 57'';;2024;3492;21;time;0;0
465072;142;YVES LAMPAERT;SOUDAL QUICK-STEP;;;;;7;Climber (Stage);28h 40' 02'';;2024;3492;21;time;0;0
465073;143;AXEL ZINGLE;COFIDIS;;;;;7;Climber (Stage);28h 40' 39'';;2024;3492;21;time;0;0
465074;144;MATTEO VERCHER;TOTALENERGIES;;;;;7;Climber (Stage);28h 41' 13'';;2024;3492;21;time;0;0
465075;145;ALEXANDER KRISTOFF;UNO-X MOBILITY;;;;;7;Climber (Stage);28h 42' 20'';;2024;3492;21;time;0;0
465076;146;ARNAUD DEMARE;ARKEA-B&B HOTELS;;;;;7;Climber (Stage);28h 42' 40'';;2024;3492;21;time;0;0
465077;147;ROBBE GHYS;ALPECIN-DECEUNINCK;;;;;7;Climber (Stage);28h 42' 58'';;2024;3492;21;time;0;0
465078;148;SÉBASTIEN GRIGNARD;LOTTO DSTNY;;;;;7;Climber (Stage);28h 43' 03'';;2024;3492;21;time;0;0
465079;149;ARNAUD DE LIE;LOTTO DSTNY;;;;;7;Climber (Stage);28h 43' 23'';;2024;3492;21;time;0;0
465080;15;SANTIAGO BUITRAGO SANCHEZ;BAHRAIN VICTORIOUS;;;;;7;Climber (Stage);27h 22' 16'';;2024;3492;21;time;0;0
465081;150;PHIL BAUHAUS;BAHRAIN VICTORIOUS;;;;;7;Climber (Stage);28h 43' 25'';;2024;3492;21;time;0;0
465082;151;SAM BENNETT;DECATHLON AG2R LA MONDIALE TEAM;;;;;7;Climber (Stage);28h 43' 37'';;2024;3492;21;time;0;0
465083;152;AMAURY CAPIOT;ARKEA-B&B HOTELS;;;;;7;Climber (Stage);28h 43' 59'';;2024;3492;21;time;0;0
465084;153;GERBEN THIJSSEN;INTERMARCHÉ - WANTY;;;;;7;Climber (Stage);28h 43' 59'';;2024;3492;21;time;0;0
465085;154;JASPER PHILIPSEN;ALPECIN-DECEUNINCK;;;;;7;Climber (Stage);28h 44' 07'';;2024;3492;21;time;0;0
465086;155;LAURENZ REX;INTERMARCHÉ - WANTY;;;;;7;Climber (Stage);28h 44' 25'';;2024;3492;21;time;0;0
465087;156;ALEXIS RENARD;COFIDIS;;;;;7;Climber (Stage);28h 44' 41'';;2024;3492;21;time;0;0
465088;157;SILVAN DILLIER;ALPECIN-DECEUNINCK;;;;;7;Climber (Stage);28h 44' 55'';;2024;3492;21;time;0;0
465089;158;LUCA MOZZATO;ARKEA-B&B HOTELS;;;;;7;Climber (Stage);28h 45' 02'';;2024;3492;21;time;0;0
465090;159;DYLAN GROENEWEGEN;TEAM JAYCO ALULA;;;;;7;Climber (Stage);28h 45' 57'';;2024;3492;21;time;0;0
465091;16;PELLO BILBAO LOPEZ DE ARMENTIA;BAHRAIN VICTORIOUS;;;;;7;Climber (Stage);27h 22' 21'';;2024;3492;21;time;0;0
465092;160;ELMAR REINDERS;TEAM JAYCO ALULA;;;;;7;Climber (Stage);28h 45' 58'';;2024;3492;21;time;0;0
465093;161;SØREN WÆRENSKJOLD;UNO-X MOBILITY;;;;;7;Climber (Stage);28h 46' 10'';;2024;3492;21;time;0;0
465094;162;LENNY MARTINEZ;GROUPAMA-FDJ;;;;;7;Climber (Stage);28h 46' 39'';;2024;3492;21;time;0;0
465095;163;JARRAD ERIKS DRIZNERS;LOTTO DSTNY;;;;;7;Climber (Stage);28h 46' 56'';;2024;3492;21;time;0;0
465096;164;DANIEL MCLAY;ARKEA-B&B HOTELS;;;;;7;Climber (Stage);28h 47' 46'';;2024;3492;21;time;0;0
465097;165;NILS EEKHOFF;TEAM DSM-FIRMENICH POSTNL;;;;;7;Climber (Stage);28h 49' 39'';;2024;3492;21;time;0;0
465098;166;FERNANDO GAVIRIA RENDON;MOVISTAR TEAM;;;;;7;Climber (Stage);28h 50' 22'';;2024;3492;21;time;0;0
465099;167;JONAS RICKAERT;ALPECIN-DECEUNINCK;;;;;7;Climber (Stage);28h 52' 19'';;2024;3492;21;time;0;0
465100;168;YEVGENIY FEDOROV;ASTANA QAZAQSTAN TEAM;;;;;7;Climber (Stage);28h 55' 26'';;2024;3492;21;time;0;0
